City1,City2,Distance(km)
Bucharest,Hamburg,1546.36379049777
Bucharest,Helsinki,1752.2380674572642
Bucharest,Istanbul,446.80742763787055
Bucharest,Krakow,779.8408614486776
Bucharest,Lisbon,2975.339246387052
Bucharest,Ljubljana,924.9797778633089
Bucharest,London,2091.4010401924857
Bucharest,Luxembourg City,1613.9774734173566
Bucharest,Madrid,2472.6740293842363
Bucharest,Milan,1333.5432647143464
Bucharest,Minsk,1058.6875229127145
Bucharest,Monaco,1490.6262015365394
Bucharest,Moscow,1499.570392696354
Bucharest,Munich,1187.3888090991795
Bucharest,Naples,1045.2328144730282
Bucharest,Oslo,2004.341329149652
Bucharest,Paris,1870.283950171658
Bucharest,Podgorica,594.5547633204127
Bucharest,Prague,1079.5299620556714
Bucharest,Riga,1399.4073563361353
Bucharest,Rome,1137.1502496199682
Bucharest,Sarajevo,616.6208964195837
Bucharest,Skopje,465.2797338095507
Bucharest,Sofia,295.202468171307
Bucharest,Stockholm,1743.455591064623
Bucharest,Tallinn,1671.5317363099648
Bucharest,Tbilisi,1546.9608214971265
Bucharest,Tirana,616.9128669618593
Bucharest,Valencia,2247.3137676932315
Bucharest,Vienna,856.4181992222979
Bucharest,Vilnius,1142.425860930035
Bucharest,Yerevan,1582.0506386829497
Bucharest,Warsaw,945.1569983386464
Bucharest,Zagreb,808.3462381779676
Bucharest,Nicosia,1200.4362198690262
Budapest,Copenhagen,1012.3226816258924
Budapest,Dublin,1894.6782197360023
Budapest,Edinburgh,1784.707550286391
Budapest,Florence,733.0597291683578
Budapest,Geneva,990.069055083355
Budapest,Glasgow,1842.7719293847297
Budapest,Hamburg,927.0669783524802
Budapest,Helsinki,1459.7405291782165
Budapest,Istanbul,1069.5372962171973
Budapest,Krakow,293.00708896542824
Budapest,Lisbon,2469.7365019495587
Budapest,Ljubljana,380.5815613056043
Budapest,London,1449.2365931790644
Budapest,Luxembourg City,977.3463605162996
Budapest,Madrid,1974.1399571276042
Budapest,Milan,786.751729702474
Budapest,Minsk,929.7273802550649
Budapest,Monaco,994.0970733232382
Budapest,Moscow,1569.1453054570422
Budapest,Munich,561.1520627217717
Budapest,Naples,830.8528545786183
Budapest,Oslo,1481.7657949448073
Budapest,Paris,1244.0145261346383
Budapest,Podgorica,562.5732875106979
Budapest,Prague,442.39360927398604
Budapest,Riga,1105.4053994964795
Budapest,Rome,808.4442468064364
Budapest,Sarajevo,407.84386054818833
Budapest,Skopje,639.8154791775511
Budapest,Sofia,630.5201328132058
Budapest,Stockholm,1317.1304570203795
Budapest,Tallinn,1379.1388461525187
Budapest,Tbilisi,2128.86575756081
Budapest,Tirana,688.8889145440393
Budapest,Valencia,1795.7728270773441
Budapest,Vienna,214.04428171108432
Budapest,Vilnius,909.6319450637037
Budapest,Yerevan,2186.6772390347774
Budapest,Warsaw,544.7518926620764
Budapest,Zagreb,299.123852687915
Budapest,Nicosia,1813.041151227834
Copenhagen,Dublin,1238.5027311231165
Copenhagen,Edinburgh,982.7784375483826
Copenhagen,Florence,1327.237290382304
Copenhagen,Geneva,1144.2092547074403
Copenhagen,Glasgow,1049.6930647599847
Copenhagen,Hamburg,288.6027059258386
Copenhagen,Helsinki,882.682070246541
Copenhagen,Istanbul,2021.616988411849
Copenhagen,Krakow,795.6331270451465
Copenhagen,Lisbon,2477.9070644529174
Copenhagen,Ljubljana,1078.101930337016
Copenhagen,London,955.5605866238965
Copenhagen,Luxembourg City,801.3084041904252
Copenhagen,Madrid,2072.6321004521
Copenhagen,Milan,1159.9480282079128
Copenhagen,Minsk,979.1333935580161
Copenhagen,Monaco,1377.0295724848716
Copenhagen,Moscow,1560.4169561673418
Copenhagen,Munich,841.2233010624655
Copenhagen,Naples,1653.0539060772733
Copenhagen,Oslo,483.3085545859356
Copenhagen,Paris,1026.6909494259057
Copenhagen,Podgorica,1548.6496591465836
Copenhagen,Prague,635.2086949747915
Copenhagen,Riga,724.5656708582858
Copenhagen,Rome,1531.5299257432737
Copenhagen,Sarajevo,1378.501076817202
Copenhagen,Skopje,1650.1780549383845
Copenhagen,Sofia,1636.837967896391
Copenhagen,Stockholm,522.1289049932943
Copenhagen,Tallinn,836.7967934622812
Copenhagen,Tbilisi,2792.1577416364803
Copenhagen,Tirana,1680.332260361662
Copenhagen,Valencia,2039.403816012002
Copenhagen,Vienna,870.0651057616315
Copenhagen,Vilnius,813.3214967736191
Copenhagen,Yerevan,2896.6612669140222
Copenhagen,Warsaw,671.6760574636288
Copenhagen,Zagreb,1122.14752192912
Copenhagen,Nicosia,2775.1708791093097
Dublin,Edinburgh,350.44422623322447
Dublin,Florence,1664.457907297445
Dublin,Geneva,1190.5346033160472
Dublin,Glasgow,308.02885346578375
Dublin,Hamburg,1074.2116811529877
Dublin,Helsinki,2023.3998568473917
Dublin,Istanbul,2955.0287438331015
Dublin,Krakow,1831.288011304022
Dublin,Lisbon,1641.8609429785586
Dublin,Ljubljana,1690.5710033819787
Dublin,London,463.3110580190379
Dublin,Luxembourg City,951.8128045776392
Dublin,Madrid,1450.9036463365317
Dublin,Milan,1415.6513435590803
Dublin,Minsk,2209.8476630771397
Dublin,Monaco,1463.8490086413115
Dublin,Moscow,2794.4051544912963
Dublin,Munich,1377.9761553101353
Dublin,Naples,2070.9598397523123
Dublin,Oslo,1265.075501519531
Dublin,Paris,780.8815278374959
Dublin,Podgorica,2237.862910223359
Dublin,Prague,1466.040789788906
Dublin,Riga,1953.3047322386012
Dublin,Rome,1885.7472774218954
Dublin,Sarajevo,2083.386594233525
Dublin,Skopje,2404.0410024679304
Dublin,Sofia,2473.39829131837
Dublin,Stockholm,1628.251931132455
Dublin,Tallinn,2003.295198616892
Dublin,Tbilisi,3951.366776614235
Dublin,Tirana,2355.4984625317056
Dublin,Valencia,1606.5834958564385
Dublin,Vienna,1682.3425272123313
Dublin,Vilnius,2048.4196883926024
Dublin,Yerevan,4035.1156797873055
Dublin,Warsaw,1826.9340729897983
Dublin,Zagreb,1798.7382795409135
Dublin,Nicosia,3677.4774657234007
Edinburgh,Florence,1697.9148883444404
Edinburgh,Geneva,1262.4374128615807
Edinburgh,Glasgow,67.01951087767935
Edinburgh,Hamburg,885.4856932514332
Edinburgh,Helsinki,1704.7912180227854
Edinburgh,Istanbul,2854.093636879566
Edinburgh,Krakow,1670.3859431533967
Edinburgh,Lisbon,1966.5795407945038
Edinburgh,Ljubljana,1647.7518968311701
Edinburgh,London,533.6522003390054
Edinburgh,Luxembourg City,941.8732173274132
Edinburgh,Madrid,1727.990286368673
Edinburgh,Milan,1451.4304722378151
Edinburgh,Minsk,1961.2761339128533
Edinburgh,Monaco,1552.8888456000234
Edinburgh,Moscow,2509.6038506544996
Edinburgh,Munich,1327.8796066564396
Edinburgh,Naples,2104.0023542453628
Edinburgh,Oslo,930.851020408807
Edinburgh,Paris,873.3881303029856
Edinburgh,Podgorica,2199.33399157535
Edinburgh,Prague,1342.699217684844
Edinburgh,Riga,1669.6617894029228
Edinburgh,Rome,1927.8426943495092
Edinburgh,Sarajevo,2034.5591121029256
Edinburgh,Skopje,2351.0753657858304
Edinburgh,Sofia,2396.3313961052604
Edinburgh,Stockholm,1313.133761750321
Edinburgh,Tallinn,1691.426739292191
Edinburgh,Tbilisi,3759.1172402926136
Edinburgh,Tirana,2324.899456723796
Edinburgh,Valencia,1844.5197445453116
Edinburgh,Vienna,1581.6718417402656
Edinburgh,Vilnius,1793.7973792637586
Edinburgh,Yerevan,3854.8141491196734
Edinburgh,Warsaw,1622.3596259225005
Edinburgh,Zagreb,1744.4538369143283
Edinburgh,Nicosia,3595.590886776574
Florence,Geneva,484.5767012523295
Florence,Glasgow,1737.2885711237684
Florence,Hamburg,1091.549355021225
Florence,Helsinki,2040.958424037062
Florence,Istanbul,1484.4641368995137
Florence,Krakow,960.8027656727265
Florence,Lisbon,1789.890567027804
Florence,Ljubljana,360.74955595913065
Florence,London,1208.855841172163
Florence,Luxembourg City,757.6923519508821
Florence,Madrid,1287.335206224656
Florence,Milan,249.4643680963005
Florence,Minsk,1633.7582932724056
Florence,Monaco,307.70582744167484
Florence,Moscow,2292.7648972371535
Florence,Munich,486.07473490538257
Florence,Naples,408.12561110051274
Florence,Oslo,1795.484616234169
Florence,Paris,886.4409309374719
Florence,Podgorica,666.3106265832633
Florence,Prague,741.476372887208
Florence,Riga,1719.5650620042718
Florence,Rome,230.90767784182412
Florence,Sarajevo,574.1939293889161
Florence,Skopje,851.0690262980283
Florence,Sofia,983.8546604568337
Florence,Stockholm,1790.8964134874275
Florence,Tallinn,1967.273215932096
Florence,Tbilisi,2732.2086827562794
Florence,Tirana,751.7431282284776
Florence,Valencia,1077.3292092214683
Florence,Vienna,632.1029682340244
Florence,Vilnius,1578.605356825097
Florence,Yerevan,2759.2391893415906
Florence,Warsaw,1186.045881247792
Florence,Zagreb,436.7108566351962
Florence,Nicosia,2115.815792885099
Geneva,Glasgow,1293.9113580443554
Geneva,Hamburg,861.9262740491428
Geneva,Helsinki,1980.0699342066764
Geneva,Istanbul,1919.4383705294626
Geneva,Krakow,1108.4210893862032
Geneva,Lisbon,1500.8943422514433
Geneva,Ljubljana,644.3315430256424
Geneva,London,746.55122995284
Geneva,Luxembourg City,378.87540846482295
Geneva,Madrid,1022.8467120882842
Geneva,Milan,249.96435483566665
Geneva,Minsk,1742.3209791463298
Geneva,Monaco,292.13691710077774
Geneva,Moscow,2417.975786024269
Geneva,Munich,463.66310649220856
Geneva,Naples,884.200667984503
Geneva,Oslo,1554.2993790898818
Geneva,Paris,409.75650502408394
Geneva,Podgorica,1122.726060369005
Geneva,Prague,750.3624557314143
Geneva,Riga,1713.019453319892
Geneva,Rome,697.1158511786749
Geneva,Sarajevo,997.8023163763362
Geneva,Skopje,1304.2338320505685
Geneva,Sofia,1415.024652793863
Geneva,Stockholm,1659.7284190315277
Geneva,Tallinn,1917.5251667475804
Geneva,Tbilisi,3104.740259161843
Geneva,Tirana,1222.5397973083998
Geneva,Valencia,917.62912971601
Geneva,Vienna,803.6101400236041
Geneva,Vilnius,1642.4418537728727
Geneva,Yerevan,3149.589818627319
Geneva,Warsaw,1267.2953946194443
Geneva,Zagreb,760.5759275871104
Geneva,Nicosia,2584.1363086322654
Glasgow,Hamburg,948.6939060002784
Glasgow,Helsinki,1768.118707782581
Glasgow,Istanbul,2912.3072603287283
Glasgow,Krakow,1732.9509489759369
Glasgow,Lisbon,1940.7951805755556
Glasgow,Ljubljana,1697.7490080023474
Glasgow,London,555.1506595745092
Glasgow,Luxembourg City,983.9848018742026
Glasgow,Madrid,1718.139858613996
Glasgow,Milan,1489.6171507347447
Glasgow,Minsk,2028.2620137635886
Glasgow,Monaco,1582.771549488187
Glasgow,Moscow,2575.8922685980424
Glasgow,Munich,1377.8355616293024
Glasgow,Naples,2144.3757570966113
Glasgow,Oslo,991.573565229413
Glasgow,Paris,898.1200382783651
Glasgow,Podgorica,2249.8206879263685
Glasgow,Prague,1401.2531927580594
Glasgow,Riga,1736.1885816162612
Glasgow,Rome,1966.469356186053
Glasgow,Sarajevo,2086.0874444227984
Glasgow,Skopje,2403.5445154343474
Glasgow,Sofia,2451.6492569924144
Glasgow,Stockholm,1377.2647262296764
Glasgow,Tallinn,1755.723511779817
Glasgow,Tbilisi,3824.6204704530464
Glasgow,Tirana,2374.5443148321056
Glasgow,Valencia,1845.1912542496482
Glasgow,Vienna,1638.3904989441235
Glasgow,Vilnius,1860.8126783572163
Glasgow,Yerevan,3919.7011230509634
Glasgow,Warsaw,1687.8042836218533
Glasgow,Zagreb,1796.123237383647
Glasgow,Nicosia,3652.252912817286
Hamburg,Helsinki,1164.443195860799
Hamburg,Istanbul,1987.2144053973002
Hamburg,Krakow,785.3695411485654
Hamburg,Lisbon,2198.187164492846
Hamburg,Ljubljana,893.5673522580497
Hamburg,London,720.6648366395316
Hamburg,Luxembourg City,512.741872893505
Hamburg,Madrid,1785.7140139135522
Hamburg,Milan,901.0768657673161
Hamburg,Minsk,1153.2878684145344
Hamburg,Monaco,1107.134297569411
Hamburg,Moscow,1781.6527026320807
Hamburg,Munich,612.428081135237
Hamburg,Naples,1447.8766688200812
Hamburg,Oslo,709.009758912789
Hamburg,Paris,744.8257963533663
Hamburg,Podgorica,1412.1888341174997
Hamburg,Prague,492.437144777756
Hamburg,Riga,968.6654716972834
Hamburg,Rome,1308.4738335363759
Hamburg,Sarajevo,1240.5627434781973
Hamburg,Skopje,1538.582594674677
Hamburg,Sofia,1555.2541502621225
Hamburg,Stockholm,810.7225639604453
Hamburg,Tallinn,1113.7159374404891
Hamburg,Tbilisi,2884.073925061874
Hamburg,Tirana,1543.7865988861972
Hamburg,Valencia,1751.1929792754788
Hamburg,Vienna,743.2313032516664
Hamburg,Vilnius,1002.1530208584346
Hamburg,Yerevan,2974.5020932762686
Hamburg,Warsaw,752.864766907153
Hamburg,Zagreb,961.2592207985198
Hamburg,Nicosia,2736.725189032995
Helsinki,Istanbul,2148.6977289719166
Helsinki,Krakow,1166.7372725681375
Helsinki,Lisbon,3360.502276639729
Helsinki,Ljubljana,1711.9274495831094
Helsinki,London,1820.7259349443343
Helsinki,Luxembourg City,1669.3424425622911
Helsinki,Madrid,2948.220106239509
Helsinki,Milan,1936.6450320904332
Helsinki,Minsk,714.7703046157784
Helsinki,Monaco,2170.8835771933
Helsinki,Moscow,892.4194626377707
Helsinki,Munich,1589.2734758399324
Helsinki,Naples,2269.9392227590806
Helsinki,Oslo,786.5519919158309
Helsinki,Paris,1908.3078736291652
Helsinki,Podgorica,2008.5913800077233
Helsinki,Prague,1302.3808385114621
Helsinki,Riga,361.2523415958017
Helsinki,Rome,2200.978695172126
Helsinki,Sarajevo,1865.8789507042452
Helsinki,Skopje,2034.6866960992386
Helsinki,Sofia,1945.8490365064415
Helsinki,Stockholm,395.64825735091046
Helsinki,Tallinn,82.0823758708971
Helsinki,Tbilisi,2459.210596362331
Helsinki,Tirana,2124.3014299433335
Helsinki,Valencia,2894.1673153592133
Helsinki,Vienna,1439.187916623928
Helsinki,Vilnius,609.9500449329744
Helsinki,Yerevan,2601.399576116656
Helsinki,Warsaw,915.20682392721
Helsinki,Zagreb,1701.3219494842626
Helsinki,Nicosia,2845.0471390043394
Istanbul,Krakow,1226.5340354680054
Istanbul,Lisbon,3237.497700662788
Istanbul,Ljubljana,1292.1460922018941
Istanbul,London,2500.7842584294362
Istanbul,Luxembourg City,2015.2621807479934
Istanbul,Madrid,2739.204232546146
Istanbul,Milan,1672.8717954547756
Istanbul,Minsk,1437.4597481917015
Istanbul,Monaco,1791.14174282531
Istanbul,Moscow,1756.3900321201495
Istanbul,Munich,1584.3414240284137
Istanbul,Naples,1234.4561915305867
Istanbul,Oslo,2448.155730104371
Istanbul,Paris,2255.6004248417225
Istanbul,Podgorica,821.4110759097088
Istanbul,Prague,1511.4131467232833
Istanbul,Riga,1806.7910531268974
Istanbul,Rome,1375.0367169708338
Istanbul,Sarajevo,922.3005861194366
Istanbul,Skopje,638.3194700738084
Istanbul,Sofia,504.62769105522284
