City1,City2,Distance (km)
Seattle,Louisville,3133.0142848073597
Seattle,Buffalo,3397.333683766965
Seattle,NewOrleans,3378.502506818408
SanFrancisco,SanDiego,729.9241423541215
SanFrancisco,Minneapolis,2547.472135618271
SanFrancisco,Tampa,3857.9226701729553
SanFrancisco,Denver,1537.0820824901002
SanFrancisco,Riverside,622.2102301093682
SanFrancisco,LasVegas,659.512492096398
SanFrancisco,Baltimore,3947.2157423691856
SanFrancisco,St.Louis,2801.0986805894477
SanFrancisco,Portland,865.4080284274346
SanFrancisco,SanAntonio,2390.7171437109
SanFrancisco,Sacramento,124.24669534305876
SanFrancisco,Austin,2413.000032012924
SanFrancisco,Orlando,3931.234956865035
SanFrancisco,SanJose,72.97793566569634
SanFrancisco,Pittsburgh,3641.674201539813
SanFrancisco,Indianapolis,3133.586338624589
SanFrancisco,Manhattan,4133.624740826336
SanFrancisco,Cincinnati,3283.333671927404
SanFrancisco,KansasCity,2424.3561057530464
SanFrancisco,Cleveland,3483.7436129887337
SanFrancisco,Columbus,3397.1986987713603
SanFrancisco,VirginiaBeach,4066.036712655793
SanFrancisco,Charlotte,3700.761954423714
SanFrancisco,Milwaukee,2956.4044384285557
SanFrancisco,Providence,4319.075652564457
SanFrancisco,Jacksonville,3814.816385740119
SanFrancisco,Nashville,3154.059958552697
SanFrancisco,SaltLakeCity,964.6952930468568
SanFrancisco,Raleigh,3870.4362918302445
SanFrancisco,Richmond,3920.235557861094
SanFrancisco,Memphis,2905.901040937694
SanFrancisco,OklahomaCity,2233.092629583711
SanFrancisco,Hartford,4217.456240590947
SanFrancisco,Louisville,3204.738634931126
SanFrancisco,Buffalo,3697.656964948348
SanFrancisco,NewOrleans,3102.49836936823
SanDiego,Minneapolis,2451.4949193139273
SanDiego,Tampa,3353.407543921707
SanDiego,Denver,1339.0226095076264
SanDiego,Riverside,125.6478658081078
SanDiego,LasVegas,414.7389786826295
SanDiego,Baltimore,3679.7796720152446
SanDiego,St.Louis,2500.3550295513915
SanDiego,Portland,1490.0304770800974
SanDiego,SanAntonio,1806.536614195089
SanDiego,Sacramento,748.6949222424065
SanDiego,Austin,1853.9095279404319
SanDiego,Orlando,3440.735156868266
SanDiego,SanJose,657.084955288744
SanDiego,Pittsburgh,3393.848240954523
SanDiego,Indianapolis,2865.3060684942866
SanDiego,Manhattan,3901.526044985115
SanDiego,Cincinnati,3000.0011278289176
SanDiego,KansasCity,2141.104951176713
SanDiego,Cleveland,3259.0999101000048
SanDiego,Columbus,3135.9529294690456
SanDiego,VirginiaBeach,3747.980458897812
SanDiego,Charlotte,3336.7248004108214
SanDiego,Milwaukee,2779.7161370621648
SanDiego,Providence,4112.064922121568
SanDiego,Jacksonville,3353.6642190150824
SanDiego,Nashville,2793.321514430748
SanDiego,SaltLakeCity,996.6757150434124
SanDiego,Raleigh,3526.386309927951
SanDiego,Richmond,3614.069298914998
SanDiego,Memphis,2509.2377508210784
SanDiego,OklahomaCity,1824.9495836184292
SanDiego,Hartford,4007.3256243020137
SanDiego,Louisville,2895.7017765150267
SanDiego,Buffalo,3506.833374845365
SanDiego,NewOrleans,2590.6121392047708
Minneapolis,Tampa,2116.015569360455
Minneapolis,Denver,1113.786676366877
Minneapolis,Riverside,2393.409164452732
Minneapolis,LasVegas,2086.199369019096
Minneapolis,Baltimore,1506.7633381250778
Minneapolis,St.Louis,746.7307096868941
Minneapolis,Portland,2288.1035346412395
Minneapolis,SanAntonio,1784.2641514094037
Minneapolis,Sacramento,2430.528228218333
Minneapolis,Austin,1676.8746703413785
Minneapolis,Orlando,2113.99014053834
Minneapolis,SanJose,2524.9367505237096
Minneapolis,Pittsburgh,1195.0352590080877
Minneapolis,Indianapolis,820.9064159273527
Minneapolis,Manhattan,1635.608236465293
Minneapolis,Cincinnati,969.7739127646453
Minneapolis,KansasCity,657.9495502936413
Minneapolis,Cleveland,1014.6609341845327
Minneapolis,Columbus,1007.4790815507665
Minneapolis,VirginiaBeach,1708.1928589830377
Minneapolis,Charlotte,1511.921857608475
Minneapolis,Milwaukee,473.4254008026468
Minneapolis,Providence,1793.8360911554882
Minneapolis,Jacksonville,1916.1096139575272
Minneapolis,Nashville,1119.6697362442578
Minneapolis,SaltLakeCity,1586.4194692028025
Minneapolis,Raleigh,1597.1425704486326
Minneapolis,Richmond,1553.582733519614
Minneapolis,Memphis,1131.0044359206938
Minneapolis,OklahomaCity,1115.313678342886
Minneapolis,Hartford,1696.6379554040484
Minneapolis,Louisville,985.514326486223
Minneapolis,Buffalo,1175.512169393003
Minneapolis,NewOrleans,1681.7979549538945
Tampa,Denver,2438.734782079412
Tampa,Riverside,3380.421938469961
Tampa,LasVegas,3206.656786305938
Tampa,Baltimore,1367.7432076805856
Tampa,St.Louis,1386.2816006092821
Tampa,Portland,4020.8733686658297
Tampa,SanAntonio,1575.0418558681567
Tampa,Sacramento,3781.2245130926035
Tampa,Austin,1507.2968266406133
Tampa,Orlando,121.06688092429555
Tampa,SanJose,3801.7125260229013
Tampa,Pittsburgh,1402.1582779460466
Tampa,Indianapolis,1353.6138025177293
Tampa,Manhattan,1618.9850281545482
Tampa,Cincinnati,1253.9877061668187
Tampa,KansasCity,1667.2851663884862
Tampa,Cleveland,1500.7260802747317
Tampa,Columbus,1334.3399854744303
Tampa,VirginiaBeach,1141.9587082316193
Tampa,Charlotte,816.538675163761
Tampa,Milwaukee,1747.55059447101
Tampa,Providence,1833.6129773248306
Tampa,Jacksonville,270.4710502723369
Tampa,Nashville,996.6073522576131
Tampa,SaltLakeCity,3035.7695247978813
Tampa,Raleigh,942.2805537903498
Tampa,Richmond,1157.0876796969767
Tampa,Memphis,1064.031517036751
Tampa,OklahomaCity,1646.8331179227168
Tampa,Hartford,1768.549782027975
Tampa,Louisville,1169.5481134143988
Tampa,Buffalo,1688.8668666773824
Tampa,NewOrleans,763.1202691780666
Denver,Riverside,1286.6918585281726
Denver,LasVegas,990.5412490337012
Denver,Baltimore,2414.105097070857
Denver,St.Louis,1265.5207241834141
Denver,Portland,1584.7277570503952
Denver,SanAntonio,1283.3586762408179
Denver,Sacramento,1434.5855879541405
Denver,Austin,1234.9083394008737
Denver,Orlando,2492.506248593638
